www.medlineplus.gov,05-13-2020,10:00:01,12.0|13.0|8.08|8.12|8.17|8.57|7.78|8.32|9.07|7.42|7.87,8.945454545454547
www.medlineplus.gov,05-13-2020,10:00:01,12.2|20.0|7.79|7.71|7.62|8.27|8.77|8.87|9.12|9.45|7.96,9.796363636363637
www.medlineplus.gov,05-13-2020,22:00:01,13.1|11.9|8.87|7.77|7.92|8.72|8.16|7.82|8.02|9.15|8.47,9.081818181818182
www.medlineplus.gov,05-13-2020,22:00:01,21.2|12.0|9.0|9.22|7.92|10.1|14.8|8.98|9.37|8.27|9.19,10.913636363636364
www.medlineplus.gov,05-14-2020,10:00:01,13.0|18.9|8.38|7.87|8.17|8.52|8.21|7.47|9.61|9.02|7.67,9.710909090909091
www.medlineplus.gov,05-14-2020,10:00:01,13.3|26.8|8.01|7.92|8.67|8.37|7.77|7.87|8.4|7.86|8.39,10.305454545454547
www.medlineplus.gov,05-14-2020,22:00:01,13.2|12.0|8.16|7.86|7.91|8.41|9.0|7.97|8.44|8.15|8.01,9.01
www.medlineplus.gov,05-14-2020,22:00:01,10.4|13.0|8.71|9.29|8.01|8.15|8.8|9.84|8.16|8.66|8.05,9.188181818181816
www.medlineplus.gov,05-15-2020,10:00:01,12.3|12.0|8.06|7.62|7.97|7.72|7.97|7.82|7.72|7.75|8.22,8.65
www.medlineplus.gov,05-15-2020,10:00:01,13.3|14.9|7.97|7.77|8.47|9.12|7.86|7.72|8.52|9.35|7.72,9.336363636363636
www.medlineplus.gov,05-15-2020,22:00:01,15.4|11.8|7.52|8.37|7.91|8.62|8.96|17.6|7.8|18.2|7.7,10.898181818181818
www.medlineplus.gov,05-15-2020,22:00:01,13.1|12.0|7.58|8.12|8.67|7.97|8.62|8.22|8.07|8.25|9.17,9.07
www.medlineplus.gov,05-16-2020,10:00:01,13.2|11.9|8.6|8.07|8.17|7.82|7.41|8.32|8.67|8.47|8.17,8.981818181818182
www.medlineplus.gov,05-16-2020,10:00:01,11.7|11.9|8.02|7.72|15.2|9.54|8.17|7.66|9.57|8.17|8.1,9.613636363636362
www.medlineplus.gov,05-16-2020,22:00:01,12.3|12.0|8.82|8.57|8.17|10.0|7.42|7.62|7.87|8.76|8.12,9.05909090909091
www.medlineplus.gov,05-16-2020,22:00:01,20.1|11.9|9.47|9.47|8.87|8.72|7.52|9.51|7.83|7.87|14.5,10.523636363636363
www.medlineplus.gov,05-17-2020,10:00:01,12.9|12.4|7.87|8.77|9.82|9.95|7.57|14.8|8.83|7.62|8.42,9.904545454545454
www.medlineplus.gov,05-17-2020,10:00:01,14.4|15.8|10.8|10.5|7.82|8.37|8.96|7.92|7.87|8.47|7.77,9.879999999999999
www.medlineplus.gov,05-17-2020,22:00:01,13.2|12.5|8.75|7.42|8.17|7.67|8.06|15.4|7.48|9.06|7.97,9.607272727272727
