en.wikipedia.org,05-13-2020,14:38:49,14
en.wikipedia.org,05-13-2020,18:28:04,14
en.wikipedia.org,05-14-2020,14:38:45,14
en.wikipedia.org,05-14-2020,18:29:04,14
en.wikipedia.org,05-15-2020,14:40:01,14
en.wikipedia.org,05-15-2020,18:27:44,14
en.wikipedia.org,05-16-2020,14:39:41,14
en.wikipedia.org,05-16-2020,18:28:10,14
en.wikipedia.org,05-17-2020,14:38:31,13
en.wikipedia.org,05-17-2020,18:28:07,14
en.wikipedia.org,05-18-2020,14:38:41,14
en.wikipedia.org,05-18-2020,18:27:53,14
en.wikipedia.org,05-19-2020,14:43:15,12
en.wikipedia.org,05-19-2020,18:28:07,14
en.wikipedia.org,05-20-2020,14:41:45,12
en.wikipedia.org,05-20-2020,18:29:12,12
en.wikipedia.org,05-21-2020,14:39:40,11
en.wikipedia.org,05-21-2020,18:31:25,14
en.wikipedia.org,05-21-2020,21:00:35,14
en.wikipedia.org,05-22-2020,18:27:49,14
en.wikipedia.org,05-23-2020,14:39:37,14
en.wikipedia.org,05-23-2020,18:29:07,14
en.wikipedia.org,05-24-2020,14:40:22,14
en.wikipedia.org,05-24-2020,18:28:22,14
en.wikipedia.org,05-25-2020,14:38:47,14
en.wikipedia.org,05-25-2020,18:28:12,14
en.wikipedia.org,05-26-2020,14:39:37,11
