www.wikipedia.jp,05-13-2020,14:38:49,18
www.wikipedia.jp,05-13-2020,18:28:04,18
www.wikipedia.jp,05-14-2020,14:38:45,18
www.wikipedia.jp,05-14-2020,18:29:04,18
www.wikipedia.jp,05-15-2020,14:40:01,18
www.wikipedia.jp,05-15-2020,18:27:44,18
www.wikipedia.jp,05-16-2020,14:39:41,18
www.wikipedia.jp,05-16-2020,18:28:10,18
www.wikipedia.jp,05-17-2020,14:38:31,18
www.wikipedia.jp,05-17-2020,18:28:07,18
www.wikipedia.jp,05-18-2020,14:38:41,18
www.wikipedia.jp,05-18-2020,18:27:53,18
www.wikipedia.jp,05-19-2020,14:43:15,19
www.wikipedia.jp,05-19-2020,18:28:07,18
www.wikipedia.jp,05-20-2020,14:41:45,20
www.wikipedia.jp,05-20-2020,18:29:12,20
www.wikipedia.jp,05-21-2020,14:39:40,21
www.wikipedia.jp,05-21-2020,18:31:25,18
www.wikipedia.jp,05-21-2020,21:00:35,18
www.wikipedia.jp,05-22-2020,18:27:49,18
www.wikipedia.jp,05-23-2020,14:39:37,21
www.wikipedia.jp,05-23-2020,18:29:07,21
www.wikipedia.jp,05-24-2020,14:40:22,21
www.wikipedia.jp,05-24-2020,18:28:22,21
www.wikipedia.jp,05-25-2020,14:38:47,21
www.wikipedia.jp,05-25-2020,18:28:12,21
www.wikipedia.jp,05-26-2020,14:39:37,22
