www.chicagotribune.com,05-13-2020,14:24:08,0,10.0.2.15,-1,-1
www.chicagotribune.com,05-13-2020,14:24:08,1,10.0.2.2,0.000000,5.6e-05
www.chicagotribune.com,05-13-2020,14:24:08,2,192.168.1.1,9490.268767,3.8e-05
www.chicagotribune.com,05-13-2020,14:24:08,3,96.120.90.5,7699.248120,0.00182
www.chicagotribune.com,05-13-2020,14:24:08,4,68.86.248.253,0.000000,0.002436
www.chicagotribune.com,05-13-2020,14:24:08,5,68.85.57.233,1276.410097,-0.002458
www.chicagotribune.com,05-13-2020,14:24:08,6,96.108.99.13,1034.604698,0.010148
www.chicagotribune.com,05-13-2020,14:24:08,7,68.86.90.93,0.000000,0.028949
www.chicagotribune.com,05-13-2020,14:24:08,8,68.86.87.158,1013.610492,-0.035186
www.chicagotribune.com,05-13-2020,14:24:08,9,68.86.87.150,765.035487,0.023243
www.chicagotribune.com,05-13-2020,14:24:08,10,50.242.150.142,0.000000,0.004833
www.chicagotribune.com,05-13-2020,14:24:08,11,23.203.158.151,70.699922,-0.031292
www.chicagotribune.com,05-13-2020,14:24:08,12,184.26.53.193,0.000000,-0.000722
www.chicagotribune.com,05-13-2020,18:08:11,0,10.0.2.15,-1,-1
www.chicagotribune.com,05-13-2020,18:08:11,1,10.0.2.2,0.000000,2.6e-05
www.chicagotribune.com,05-13-2020,18:08:11,2,192.168.1.1,0.000000,0.000953
www.chicagotribune.com,05-13-2020,18:08:11,3,96.120.90.5,0.000000,0.00097
www.chicagotribune.com,05-13-2020,18:08:11,4,68.86.248.253,0.000000,-0.000129
www.chicagotribune.com,05-13-2020,18:08:11,5,68.85.57.233,0.000000,0.0424
www.chicagotribune.com,05-13-2020,18:08:11,6,96.108.99.13,0.000000,-0.043082
www.chicagotribune.com,05-13-2020,18:08:11,7,68.86.90.93,1002.202104,0.000863
www.chicagotribune.com,05-13-2020,18:08:11,8,68.86.84.250,1102.260495,0.01993
www.chicagotribune.com,05-13-2020,18:08:11,9,96.110.32.250,0.000000,-0.01773
www.chicagotribune.com,05-13-2020,18:08:11,10,96.87.8.150,35.011240,-0.000895
www.chicagotribune.com,05-13-2020,18:08:11,11,172.232.16.49,0.000000,0.001371
www.chicagotribune.com,05-14-2020,14:28:08,0,10.0.2.15,-1,-1
www.chicagotribune.com,05-14-2020,14:28:08,1,10.0.2.2,136533.333333,4.5e-05
www.chicagotribune.com,05-14-2020,14:28:08,2,192.168.1.1,1586.367157,0.00102
www.chicagotribune.com,05-14-2020,14:28:08,3,96.120.90.5,4713.463751,0.00211
www.chicagotribune.com,05-14-2020,14:28:08,4,68.86.248.253,--.---,0.000927
www.chicagotribune.com,05-14-2020,14:28:08,5,68.85.57.233,0.000000,-0.002787
www.chicagotribune.com,05-14-2020,14:28:08,6,96.108.99.13,0.000000,0.002075
www.chicagotribune.com,05-14-2020,14:28:08,7,68.86.90.93,281.686266,0.000454
www.chicagotribune.com,05-14-2020,14:28:08,8,68.86.84.250,0.000000,0.000698
www.chicagotribune.com,05-14-2020,14:28:08,9,68.86.87.150,0.000000,-0.002293
www.chicagotribune.com,05-14-2020,14:28:08,10,75.149.230.198,0.000000,0.027791
www.chicagotribune.com,05-14-2020,14:28:08,11,184.26.53.75,292.425216,0.03457
www.chicagotribune.com,05-14-2020,18:07:27,0,10.0.2.15,-1,-1
www.chicagotribune.com,05-14-2020,18:07:27,1,10.0.2.2,0.000000,0.000113
www.chicagotribune.com,05-14-2020,18:07:27,2,192.168.1.1,654.878010,0.000311
www.chicagotribune.com,05-14-2020,18:07:27,3,96.120.90.5,0.000000,0.001652
www.chicagotribune.com,05-14-2020,18:07:27,4,68.86.248.253,459.966311,0.033141
www.chicagotribune.com,05-14-2020,18:07:27,5,68.85.57.233,--.---,-0.030469
www.chicagotribune.com,05-14-2020,18:07:27,6,96.108.99.13,0.000000,-0.002503
www.chicagotribune.com,05-14-2020,18:07:27,7,68.86.90.93,0.000000,0.016087
www.chicagotribune.com,05-14-2020,18:07:27,8,68.86.87.158,414.155713,-0.015093
www.chicagotribune.com,05-14-2020,18:07:27,9,96.110.33.46,276.700669,0.01791
www.chicagotribune.com,05-14-2020,18:07:27,10,66.208.228.82,--.---,0.172855
www.chicagotribune.com,05-14-2020,18:07:27,11,23.50.233.216,1841.726619,-0.193382
www.chicagotribune.com,05-15-2020,14:27:27,0,10.0.2.15,-1,-1
www.chicagotribune.com,05-15-2020,14:27:27,1,10.0.2.2,0.000000,5.3e-05
www.chicagotribune.com,05-15-2020,14:27:27,2,192.168.1.1,946.045824,0.001281
www.chicagotribune.com,05-15-2020,14:27:27,3,96.120.90.5,12226.865672,0.000768
www.chicagotribune.com,05-15-2020,14:27:27,4,68.86.248.253,--.---,0.033702
www.chicagotribune.com,05-15-2020,14:27:27,5,68.85.57.233,0.000000,-0.002343
www.chicagotribune.com,05-15-2020,14:27:27,6,96.108.99.13,330.749354,-0.030445
www.chicagotribune.com,05-15-2020,14:27:27,7,68.86.90.93,--.---,-0.000201
www.chicagotribune.com,05-15-2020,14:27:27,8,68.86.84.250,503.132293,-0.000441
www.chicagotribune.com,05-15-2020,14:27:27,9,68.86.87.150,0.000000,0.004706
www.chicagotribune.com,05-15-2020,14:27:27,10,75.149.230.198,525.397640,0.046348
www.chicagotribune.com,05-15-2020,14:27:27,11,184.26.53.75,7275.310835,-0.051058
www.chicagotribune.com,05-15-2020,18:08:40,0,10.0.2.15,-1,-1
www.chicagotribune.com,05-15-2020,18:08:40,1,10.0.2.2,169256.198347,3.5e-05
